ano,cod_mun,num_obt,mês,ano_mes,qtd_fam,vlr_bnf
2008,210667,1,5,200805,698,68790.0
2008,210667,1,6,200806,700,69286.0
2008,210667,1,7,200807,700,75856.0
2008,210667,1,8,200808,700,75996.0
2008,210667,1,9,200809,708,77180.0
2008,210667,1,10,200810,699,75662.0
2008,210667,1,11,200811,707,77962.0
2008,210667,1,12,200812,710,78468.0
2009,210667,1,1,200901,719,78504.0
2009,210667,1,2,200902,718,78798.0
2009,210667,1,3,200903,714,78480.0
2009,210667,1,4,200904,713,78510.0
2009,210667,1,5,200905,707,78128.0
2009,210667,1,6,200906,705,77882.0
2009,210667,1,7,200907,707,78206.0
2009,210667,1,8,200908,1057,107232.0
2009,210667,1,9,200909,1026,113817.0
2009,210667,1,10,200910,1070,116548.0
2009,210667,1,11,200911,1065,116601.0
2009,210667,1,12,200912,1062,116426.0
2010,210667,1,1,201001,1115,119610.0
2010,210667,1,2,201002,1155,122339.0
2010,210667,1,3,201003,1152,122058.0
2010,210667,1,4,201004,1154,122827.0
2010,210667,1,5,201005,1152,122863.0
2010,210667,1,6,201006,1153,123751.0
2010,210667,1,7,201007,1147,123805.0
2010,210667,1,8,201008,1146,124100.0
2010,210667,1,9,201009,1147,124676.0
2010,210667,1,10,201010,1141,125534.0
2010,210667,1,11,201011,1136,124310.0
2010,210667,1,12,201012,1135,124565.0
2013,210667,1,1,201301,1373,259196.0
2013,210667,1,2,201302,1352,271834.0
2013,210667,1,3,201303,1348,286710.0
2013,210667,1,4,201304,1340,285496.0
2013,210667,1,5,201305,1337,286294.0
2013,210667,1,6,201306,1337,291438.0
2013,210667,1,7,201307,1372,295500.0
2013,210667,1,8,201308,1403,302306.0
2013,210667,1,9,201309,1404,305762.0
2013,210667,1,10,201310,1398,308834.0
2013,210667,1,11,201311,1399,312434.0
2013,210667,1,12,201312,1459,322956.0
2004,210670,8,1,200401,1398,110675.0
2004,210670,8,2,200402,1398,110675.0
2004,210670,8,3,200403,1398,110675.0
2004,210670,8,4,200404,1398,110105.0
2004,210670,8,5,200405,1398,110075.0
2004,210670,8,6,200406,1398,109985.0
2004,210670,8,7,200407,1398,109895.0
2004,210670,8,8,200408,1398,109745.0
2004,210670,8,9,200409,1424,111455.0
2004,210670,8,10,200410,1436,111716.0
2004,210670,8,11,200411,1456,112272.0
2004,210670,8,12,200412,1465,113902.0
2005,210670,8,1,200501,1467,112867.0
2005,210670,8,2,200502,1465,112757.0
2005,210670,8,3,200503,1465,112757.0
2005,210670,8,4,200504,1523,114742.0
2005,210670,8,5,200505,1785,137397.0
2005,210670,8,6,200506,1785,137397.0
2005,210670,8,7,200507,1846,142217.0
2005,210670,8,8,200508,1957,151142.0
2005,210670,8,9,200509,1957,151142.0
2005,210670,8,10,200510,2071,159027.0
2005,210670,8,11,200511,2172,165999.0
2005,210670,8,12,200512,2469,183916.0
2006,210670,13,1,200601,2456,180982.0
2006,210670,13,2,200602,2441,179550.0
2006,210670,13,3,200603,2472,178958.0
2006,210670,13,4,200604,2521,182066.0
2006,210670,13,5,200605,2461,177114.0
2006,210670,13,6,200606,3201,221895.0
2006,210670,13,7,200607,3266,230656.0
2006,210670,13,8,200608,3261,231176.0
2006,210670,13,9,200609,3228,228743.0
2006,210670,13,10,200610,3219,229385.0
2006,210670,13,11,200611,3224,229797.0
2006,210670,13,12,200612,3094,224023.0
2007,210670,5,1,200701,3113,224091.0
2007,210670,5,2,200702,3104,224019.0
2007,210670,5,3,200703,3104,223923.0
2007,210670,5,4,200704,3079,222437.0
2007,210670,5,5,200705,3087,223494.0
2007,210670,5,6,200706,2821,201727.0
2007,210670,5,7,200707,3055,221957.0
2007,210670,5,8,200708,3062,260719.0
2007,210670,5,9,200709,3053,259825.0
2007,210670,5,10,200710,3032,258347.0
2007,210670,5,11,200711,2995,256087.0
2007,210670,5,12,200712,3021,259709.0
2008,210670,6,1,200801,3021,259955.0
2008,210670,6,2,200802,3009,259159.0
2008,210670,6,3,200803,2987,261977.0
2008,210670,6,4,200804,2989,263467.0
2008,210670,6,5,200805,3012,269013.0
2008,210670,6,6,200806,3008,268505.0
2008,210670,6,7,200807,2999,289571.0
2008,210670,6,8,200808,2964,287057.0
2008,210670,6,9,200809,2940,285185.0
2008,210670,6,10,200810,2816,245637.0
2008,210670,6,11,200811,2858,279633.0
2008,210670,6,12,200812,2758,270561.0
2009,210670,8,1,200901,2863,279333.0
2009,210670,8,2,200902,2848,279643.0
2009,210670,8,3,200903,2843,280087.0
2009,210670,8,4,200904,2835,279399.0
2009,210670,8,5,200905,2832,279911.0
2009,210670,8,6,200906,2835,281587.0
2009,210670,8,7,200907,2827,281305.0
2009,210670,8,8,200908,2820,281063.0
2009,210670,8,9,200909,2789,307757.0
2009,210670,8,10,200910,3147,344937.0
2009,210670,8,11,200911,3148,344032.0
2009,210670,8,12,200912,3146,344870.0
2010,210670,6,1,201001,3121,331550.0
2010,210670,6,2,201002,3280,346361.0
2010,210670,6,3,201003,3284,347141.0
2010,210670,6,4,201004,3297,352533.0
2010,210670,6,5,201005,3301,350391.0
2010,210670,6,6,201006,3308,355119.0
2010,210670,6,7,201007,3298,352380.0
2010,210670,6,8,201008,3303,353961.0
2010,210670,6,9,201009,3299,354476.0
2010,210670,6,10,201010,3280,357745.0
2010,210670,6,11,201011,3277,354422.0
2010,210670,6,12,201012,3275,354895.0
2011,210670,3,1,201101,3250,336922.0
2011,210670,3,2,201102,3445,356713.0
2011,210670,3,3,201103,3435,355459.0
2011,210670,3,4,201104,3429,419896.0
2011,210670,3,5,201105,3430,422072.0
2011,210670,3,6,201106,3411,421002.0
2011,210670,3,7,201107,3428,424528.0
2011,210670,3,8,201108,3401,437086.0
2011,210670,3,9,201109,3604,474418.0
2011,210670,3,10,201110,3588,471404.0
2011,210670,3,11,201111,3614,472994.0
2011,210670,3,12,201112,3609,472340.0
2012,210670,10,1,201201,3598,453616.0
2012,210670,10,2,201202,3600,454438.0
2012,210670,10,3,201203,3595,453708.0
2012,210670,10,4,201204,3585,464138.0
2012,210670,10,5,201205,3532,463366.0
2012,210670,10,6,201206,3543,572492.0
2012,210670,10,7,201207,3511,566192.0
2012,210670,10,8,201208,3539,571604.0
2012,210670,10,9,201209,3535,572838.0
2012,210670,10,10,201210,3534,575298.0
2012,210670,10,11,201211,3540,577966.0
2012,210670,10,12,201212,3543,666482.0
2013,210670,3,1,201301,3525,656420.0
2013,210670,3,2,201302,3478,658908.0
2013,210670,3,3,201303,3492,722504.0
2013,210670,3,4,201304,3482,723052.0
2013,210670,3,5,201305,3483,718746.0
2013,210670,3,6,201306,3348,714684.0
2013,210670,3,7,201307,3468,731326.0
2013,210670,3,8,201308,3525,731944.0
2013,210670,3,9,201309,3533,724016.0
2013,210670,3,10,201310,3520,714342.0
2013,210670,3,11,201311,3515,706004.0
2013,210670,3,12,201312,3647,710510.0
2014,210670,4,1,201401,3634,703254.0
2014,210670,4,2,201402,3630,698068.0
2014,210670,4,3,201403,3340,632352.0
2014,210670,4,4,201404,3502,671664.0
2014,210670,4,5,201405,3478,653450.0
2014,210670,4,6,201406,3530,746363.0
2014,210670,4,7,201407,3560,751258.0
2014,210670,4,8,201408,3533,744666.0
2014,210670,4,9,201409,3544,747299.0
2014,210670,4,10,201410,3540,741736.0
2014,210670,4,11,201411,3539,739774.0
2014,210670,4,12,201412,3531,739915.0
2015,210670,6,1,201501,3539,741600.0
2015,210670,6,2,201502,3534,737711.0
2015,210670,6,3,201503,3534,736058.0
2015,210670,6,4,201504,3484,727094.0
2015,210670,6,5,201505,3492,728863.0
2015,210670,6,6,201506,3460,720981.0
2015,210670,6,7,201507,3454,718208.0
2015,210670,6,8,201508,3447,707379.0
2015,210670,6,9,201509,3466,704855.0
2015,210670,6,10,201510,3485,704901.0
2015,210670,6,11,201511,3373,685986.0
2015,210670,6,12,201512,3407,692246.0
2016,210670,3,1,201601,3362,684902.0
2016,210670,3,2,201602,3366,686601.0
2016,210670,3,3,201603,3379,688733.0
2016,210670,3,4,201604,3399,693167.0
2016,210670,3,5,201605,3397,692853.0
2016,210670,3,6,201606,3392,694961.0
2016,210670,3,7,201607,3496,803755.0
2016,210670,3,8,201608,3495,806033.0
2016,210670,3,9,201609,3486,791244.0
2016,210670,3,10,201610,3540,803637.0
2016,210670,3,11,201611,3464,792941.0
2016,210670,3,12,201612,3503,800354.0
2004,210675,7,1,200401,1024,73110.0
2004,210675,7,2,200402,1024,73110.0
2004,210675,7,3,200403,1024,73110.0
2004,210675,7,4,200404,1024,72555.0
2004,210675,7,5,200405,1024,72450.0
2004,210675,7,6,200406,1024,72345.0
2004,210675,7,7,200407,1024,72255.0
2004,210675,7,8,200408,1024,72150.0
2004,210675,7,9,200409,1046,73555.0
2004,210675,7,10,200410,1073,74116.0
2004,210675,7,11,200411,1119,75384.0
2004,210675,7,12,200412,1116,75749.0
2005,210675,9,1,200501,1117,74994.0
2005,210675,9,2,200502,1116,74944.0
2005,210675,9,3,200503,1116,74944.0
2005,210675,9,4,200504,1120,75174.0
2005,210675,9,5,200505,1207,81459.0
2005,210675,9,6,200506,1208,81482.0
2005,210675,9,7,200507,1329,90395.0
2005,210675,9,8,200508,1403,95655.0
2005,210675,9,9,200509,1403,95655.0
2005,210675,9,10,200510,1410,96102.0
2005,210675,9,11,200511,1462,99345.0
2005,210675,9,12,200512,1766,116417.0
2006,210675,9,1,200601,1769,114329.0
2006,210675,9,2,200602,1769,114394.0
2006,210675,9,3,200603,1768,114314.0
2006,210675,9,4,200604,1806,116542.0
2006,210675,9,5,200605,1802,116530.0
2006,210675,9,6,200606,2472,161905.0
2006,210675,9,7,200607,2438,162859.0
2006,210675,9,8,200608,2459,165316.0
2006,210675,9,9,200609,2446,164616.0
2006,210675,9,10,200610,2447,165535.0
2006,210675,9,11,200611,2473,168232.0
2006,210675,9,12,200612,2426,165656.0
2007,210675,5,1,200701,2435,164938.0
2007,210675,5,2,200702,2416,163655.0
2007,210675,5,3,200703,2421,163890.0
2007,210675,5,4,200704,2416,163577.0
2007,210675,5,5,200705,2420,163750.0
2007,210675,5,6,200706,2396,162050.0
2007,210675,5,7,200707,2400,162482.0
2007,210675,5,8,200708,2388,195072.0
2007,210675,5,9,200709,2362,193468.0
2007,210675,5,10,200710,2367,194838.0
2007,210675,5,11,200711,2353,194332.0
2007,210675,5,12,200712,2344,193968.0
2008,210675,4,1,200801,2366,196438.0
2008,210675,4,2,200802,2364,196366.0
2008,210675,4,3,200803,2352,201362.0
2008,210675,4,4,200804,2358,202306.0
2008,210675,4,5,200805,2373,204286.0
2008,210675,4,6,200806,2372,205450.0
2008,210675,4,7,200807,2365,222164.0
2008,210675,4,8,200808,2363,223358.0
2008,210675,4,9,200809,2353,222880.0
2008,210675,4,10,200810,2337,219130.0
2008,210675,4,11,200811,2338,222924.0
2008,210675,4,12,200812,2298,220300.0
2009,210675,7,1,200901,2364,222656.0
2009,210675,7,2,200902,2353,222060.0
2009,210675,7,3,200903,2347,222028.0
2009,210675,7,4,200904,2345,222164.0
2009,210675,7,5,200905,2345,222738.0
2009,210675,7,6,200906,2343,224214.0
2009,210675,7,7,200907,2335,223294.0
2009,210675,7,8,200908,2680,255818.0
2009,210675,7,9,200909,2674,281257.0
2009,210675,7,10,200910,2668,281404.0
2009,210675,7,11,200911,2665,280407.0
2009,210675,7,12,200912,2655,279523.0
2010,210675,3,1,201001,2827,286173.0
2010,210675,3,2,201002,3042,306194.0
2010,210675,3,3,201003,3028,305109.0
2010,210675,3,4,201004,3040,306625.0
2010,210675,3,5,201005,3041,308129.0
2010,210675,3,6,201006,3037,307213.0
2010,210675,3,7,201007,3015,304521.0
2010,210675,3,8,201008,3022,307399.0
2010,210675,3,9,201009,3016,307237.0
2010,210675,3,10,201010,3019,308469.0
2010,210675,3,11,201011,2989,306379.0
2010,210675,3,12,201012,2989,306842.0
2011,210675,4,1,201101,2981,295213.0
2011,210675,4,2,201102,3203,317609.0
2011,210675,4,3,201103,3205,316946.0
2011,210675,4,4,201104,3201,366864.0
2011,210675,4,5,201105,3207,367980.0
2011,210675,4,6,201106,3207,367980.0
2011,210675,4,7,201107,3213,368290.0
2011,210675,4,8,201108,3123,370646.0
2011,210675,4,9,201109,3121,377488.0
2011,210675,4,10,201110,3068,373216.0
2011,210675,4,11,201111,3109,380564.0
2011,210675,4,12,201112,3132,386256.0
2012,210675,7,1,201201,3154,383976.0
2012,210675,7,2,201202,3278,398198.0
2012,210675,7,3,201203,3303,399614.0
2012,210675,7,4,201204,3342,406570.0
2012,210675,7,5,201205,3342,405048.0
2012,210675,7,6,201206,3333,508928.0
2012,210675,7,7,201207,3271,505916.0
2012,210675,7,8,201208,3300,518382.0
2012,210675,7,9,201209,3275,518112.0
2012,210675,7,10,201210,3272,521118.0
2012,210675,7,11,201211,3287,525428.0
2012,210675,7,12,201212,3297,603566.0
2013,210675,3,1,201301,3288,593952.0
2013,210675,3,2,201302,3233,599432.0
2013,210675,3,3,201303,3252,651374.0
2013,210675,3,4,201304,3241,647070.0
2013,210675,3,5,201305,3231,648772.0
2013,210675,3,6,201306,3209,647696.0
2013,210675,3,7,201307,3522,686506.0
2013,210675,3,8,201308,3513,677960.0
2013,210675,3,9,201309,3501,670226.0
2013,210675,3,10,201310,3509,674810.0
2013,210675,3,11,201311,3515,675256.0
2013,210675,3,12,201312,3503,667876.0
2014,210675,4,1,201401,3508,665318.0
2014,210675,4,2,201402,3504,665958.0
2014,210675,4,3,201403,3469,654778.0
2014,210675,4,4,201404,3494,656638.0
2014,210675,4,5,201405,3455,652136.0
2014,210675,4,6,201406,3534,735209.0
2014,210675,4,7,201407,3740,757737.0
2014,210675,4,8,201408,3671,749847.0
2014,210675,4,9,201409,3667,745233.0
2014,210675,4,10,201410,3670,744761.0
2014,210675,4,11,201411,3665,744605.0
2014,210675,4,12,201412,3661,747998.0
2015,210675,6,1,201501,3650,741308.0
2015,210675,6,2,201502,3650,744297.0
2015,210675,6,3,201503,3652,742929.0
2015,210675,6,4,201504,3621,738539.0
2015,210675,6,5,201505,3621,738627.0
2015,210675,6,6,201506,3610,739058.0
2015,210675,6,7,201507,3608,736091.0
2015,210675,6,8,201508,3594,729914.0
2015,210675,6,9,201509,3465,708204.0
2015,210675,6,10,201510,3410,707542.0
2015,210675,6,11,201511,3473,712973.0
2015,210675,6,12,201512,3475,710134.0
2016,210675,3,1,201601,3700,735745.0
2016,210675,3,2,201602,3698,731360.0
2016,210675,3,3,201603,3705,732856.0
2016,210675,3,4,201604,3709,735123.0
2016,210675,3,5,201605,3692,729009.0
2016,210675,3,6,201606,3692,731549.0
2016,210675,3,7,201607,3626,798986.0
2016,210675,3,8,201608,3607,794952.0
2016,210675,3,9,201609,3700,796539.0
2016,210675,3,10,201610,3660,791869.0
2016,210675,3,11,201611,3550,771379.0
2016,210675,3,12,201612,3513,756696.0
2004,210680,5,1,200401,919,73495.0
2004,210680,5,2,200402,919,73495.0
2004,210680,5,3,200403,919,73495.0
2004,210680,5,4,200404,919,72865.0
2004,210680,5,5,200405,919,72730.0
2004,210680,5,6,200406,919,72655.0
2004,210680,5,7,200407,919,72565.0
2004,210680,5,8,200408,919,72385.0
2004,210680,5,9,200409,962,76020.0
2004,210680,5,10,200410,973,76318.0
2004,210680,5,11,200411,1041,79821.0
2004,210680,5,12,200412,1102,84791.0
2005,210680,4,1,200501,1104,84261.0
2005,210680,4,2,200502,1102,84101.0
2005,210680,4,3,200503,1102,84101.0
2005,210680,4,4,200504,1102,84101.0
2005,210680,4,5,200505,1161,88326.0
2005,210680,4,6,200506,1161,88326.0
2005,210680,4,7,200507,1186,90041.0
2005,210680,4,8,200508,1264,96011.0
2005,210680,4,9,200509,1264,96011.0
2005,210680,4,10,200510,1332,100386.0
2005,210680,4,11,200511,1324,99821.0
2005,210680,4,12,200512,1533,111911.0
2006,210680,4,1,200601,1546,111218.0
2006,210680,4,2,200602,1536,110305.0
2006,210680,4,3,200603,1564,112250.0
2006,210680,4,4,200604,1574,112755.0
2006,210680,4,5,200605,1640,115858.0
2006,210680,4,6,200606,1858,130470.0
2006,210680,4,7,200607,1972,138804.0
2006,210680,4,8,200608,1970,138644.0
2006,210680,4,9,200609,1962,137959.0
2006,210680,4,10,200610,1961,138220.0
2006,210680,4,11,200611,1978,139405.0
2006,210680,4,12,200612,1882,131801.0
2007,210680,4,1,200701,1909,132639.0
2007,210680,4,2,200702,1937,134803.0
2007,210680,4,3,200703,1938,134883.0
2007,210680,4,4,200704,1939,135070.0
2007,210680,4,5,200705,1953,135995.0
2007,210680,4,6,200706,1885,131542.0
2007,210680,4,7,200707,1909,133277.0
2007,210680,4,8,200708,1908,156243.0
2007,210680,4,9,200709,1894,155037.0
2007,210680,4,10,200710,1891,155011.0
2007,210680,4,11,200711,1888,154617.0
2007,210680,4,12,200712,1876,154379.0
2008,210680,5,1,200801,1876,154495.0
2008,210680,5,2,200802,1833,151157.0
2008,210680,5,3,200803,1766,151452.0
2008,210680,5,4,200804,1776,152878.0
2008,210680,5,5,200805,1788,155458.0
2008,210680,5,6,200806,1790,155834.0
2008,210680,5,7,200807,1786,168472.0
2008,210680,5,8,200808,1787,168474.0
2008,210680,5,9,200809,1771,168114.0
2008,210680,5,10,200810,1767,167506.0
2008,210680,5,11,200811,1769,167796.0
2008,210680,5,12,200812,1764,167660.0
2009,210680,7,1,200901,1806,169372.0
2009,210680,7,2,200902,1790,168238.0
2009,210680,7,3,200903,1793,168786.0
2009,210680,7,4,200904,1784,167502.0
2009,210680,7,5,200905,1789,168550.0
2009,210680,7,6,200906,1788,169514.0
2009,210680,7,7,200907,1789,169306.0
2009,210680,7,8,200908,1986,187388.0
2009,210680,7,9,200909,1951,203889.0
2009,210680,7,10,200910,1953,204731.0
2009,210680,7,11,200911,1948,203739.0
2009,210680,7,12,200912,1938,202740.0
2010,210680,5,1,201001,2018,204228.0
2010,210680,5,2,201002,2199,223625.0
2010,210680,5,3,201003,2200,225145.0
2010,210680,5,4,201004,2205,224843.0
2010,210680,5,5,201005,2202,225254.0
2010,210680,5,6,201006,2206,225841.0
2010,210680,5,7,201007,2163,220565.0
2010,210680,5,8,201008,2154,221145.0
2010,210680,5,9,201009,2154,221769.0
2010,210680,5,10,201010,2134,223873.0
2010,210680,5,11,201011,2110,220203.0
2010,210680,5,12,201012,2108,222585.0
2011,210680,6,1,201101,2158,217020.0
2011,210680,6,2,201102,2329,232141.0
2011,210680,6,3,201103,2323,231838.0
2011,210680,6,4,201104,2348,272504.0
2011,210680,6,5,201105,2341,271682.0
2011,210680,6,6,201106,2338,271662.0
2011,210680,6,7,201107,2339,272018.0
2011,210680,6,8,201108,2280,273314.0
2011,210680,6,9,201109,2300,282252.0
2011,210680,6,10,201110,2262,278204.0
2011,210680,6,11,201111,2320,288274.0
2011,210680,6,12,201112,2330,290094.0
2012,210680,1,1,201201,2374,289994.0
2012,210680,1,2,201202,2374,287856.0
2012,210680,1,3,201203,2377,289566.0
2012,210680,1,4,201204,2373,294760.0
2012,210680,1,5,201205,2417,299582.0
2012,210680,1,6,201206,2415,369276.0
2012,210680,1,7,201207,2430,380234.0
2012,210680,1,8,201208,2459,390100.0
2012,210680,1,9,201209,2461,393574.0
2012,210680,1,10,201210,2594,413068.0
2012,210680,1,11,201211,2603,414126.0
2012,210680,1,12,201212,2624,492280.0
2013,210680,3,1,201301,2618,486034.0
2013,210680,3,2,201302,2584,487716.0
2013,210680,3,3,201303,2593,544094.0
2013,210680,3,4,201304,2572,535670.0
2013,210680,3,5,201305,2620,548802.0
2013,210680,3,6,201306,2508,543190.0
2013,210680,3,7,201307,2561,550626.0
2013,210680,3,8,201308,2585,551354.0
2013,210680,3,9,201309,2583,550372.0
2013,210680,3,10,201310,2626,556516.0
2013,210680,3,11,201311,2625,559548.0
2013,210680,3,12,201312,2623,557874.0
2014,210680,3,1,201401,2655,560090.0
2014,210680,3,2,201402,2657,559688.0
2014,210680,3,3,201403,2631,553968.0
2014,210680,3,4,201404,2632,551530.0
2014,210680,3,5,201405,2595,543542.0
2014,210680,3,6,201406,2598,601920.0
2014,210680,3,7,201407,2586,605429.0
2014,210680,3,8,201408,2583,603290.0
2014,210680,3,9,201409,2600,601944.0
2014,210680,3,10,201410,2597,597929.0
2014,210680,3,11,201411,2601,600948.0
2014,210680,3,12,201412,2589,596142.0
2015,210680,2,1,201501,2599,593976.0
2015,210680,2,2,201502,2667,603915.0
2015,210680,2,3,201503,2668,603496.0
2015,210680,2,4,201504,2651,602349.0
2015,210680,2,5,201505,2650,601813.0
2015,210680,2,6,201506,2669,600071.0
2015,210680,2,7,201507,2654,589554.0
2015,210680,2,8,201508,2654,577879.0
2015,210680,2,9,201509,2563,554780.0
2015,210680,2,10,201510,2493,540686.0
2015,210680,2,11,201511,2430,523768.0
2015,210680,2,12,201512,2434,522001.0
2016,210680,2,1,201601,2376,511516.0
2016,210680,2,2,201602,2383,513664.0
2016,210680,2,3,201603,2567,534119.0
2016,210680,2,4,201604,2561,534396.0
2016,210680,2,5,201605,2561,535482.0
2016,210680,2,6,201606,2563,534965.0
2016,210680,2,7,201607,2558,595096.0
2016,210680,2,8,201608,2565,599860.0
2016,210680,2,9,201609,2509,587106.0
2016,210680,2,10,201610,2481,582506.0
2016,210680,2,11,201611,2481,581071.0
2016,210680,2,12,201612,2465,574671.0
2004,210690,8,1,200401,723,59245.0
2004,210690,8,2,200402,723,59245.0
2004,210690,8,3,200403,723,59245.0
2004,210690,8,4,200404,723,59035.0
2004,210690,8,5,200405,723,59005.0
2004,210690,8,6,200406,723,58990.0
2004,210690,8,7,200407,723,58945.0
2004,210690,8,8,200408,723,58915.0
2004,210690,8,9,200409,730,59385.0
2004,210690,8,10,200410,733,59394.0
2004,210690,8,11,200411,846,68120.0
2004,210690,8,12,200412,1044,85980.0
2005,210690,8,1,200501,1046,84442.0
2005,210690,8,2,200502,1043,84217.0
2005,210690,8,3,200503,1043,84217.0
2005,210690,8,4,200504,1044,84312.0
2005,210690,8,5,200505,1051,84727.0
2005,210690,8,6,200506,1051,84727.0
2005,210690,8,7,200507,1115,88407.0
2005,210690,8,8,200508,1114,88357.0
2005,210690,8,9,200509,1127,89282.0
2005,210690,8,10,200510,1167,92427.0
2005,210690,8,11,200511,1157,91642.0
2005,210690,8,12,200512,1164,92157.0
2006,210690,15,1,200601,1156,91527.0
2006,210690,15,2,200602,1171,92532.0
2006,210690,15,3,200603,1172,92627.0
2006,210690,15,4,200604,1173,92677.0
2006,210690,15,5,200605,1330,100786.0
2006,210690,15,6,200606,1579,123457.0
2006,210690,15,7,200607,1571,122874.0
2006,210690,15,8,200608,1570,122739.0
2006,210690,15,9,200609,1556,121544.0
2006,210690,15,10,200610,1554,121529.0
2006,210690,15,11,200611,1723,134929.0
2006,210690,15,12,200612,1811,142336.0
2007,210690,10,1,200701,1962,152604.0
2007,210690,10,2,200702,2032,157649.0
2007,210690,10,3,200703,2298,177984.0
2007,210690,10,4,200704,2323,179684.0
2007,210690,10,5,200705,2454,189590.0
2007,210690,10,6,200706,2439,188512.0
2007,210690,10,7,200707,2531,195737.0
2007,210690,10,8,200708,2742,249868.0
2007,210690,10,9,200709,2743,250090.0
2007,210690,10,10,200710,2838,258610.0
2007,210690,10,11,200711,2837,258570.0
2007,210690,10,12,200712,2849,259658.0
2008,210690,12,1,200801,3289,301140.0
2008,210690,12,2,200802,3270,299332.0
2008,210690,12,3,200803,3257,306574.0
2008,210690,12,4,200804,3567,334770.0
2008,210690,12,5,200805,3563,337554.0
2008,210690,12,6,200806,3567,338964.0
2008,210690,12,7,200807,3548,365776.0
2008,210690,12,8,200808,3546,367142.0
2008,210690,12,9,200809,4114,421640.0
2008,210690,12,10,200810,4048,382586.0
2008,210690,12,11,200811,4096,422680.0
2008,210690,12,12,200812,4065,419706.0
2009,210690,7,1,200901,4103,420062.0
2009,210690,7,2,200902,4099,421878.0
2009,210690,7,3,200903,4104,422660.0
2009,210690,7,4,200904,4112,423328.0
2009,210690,7,5,200905,4110,425798.0
2009,210690,7,6,200906,4106,429000.0
2009,210690,7,7,200907,4109,430398.0
2009,210690,7,8,200908,4106,430094.0
2009,210690,7,9,200909,4107,478548.0
2009,210690,7,10,200910,4108,479866.0
2009,210690,7,11,200911,4116,481005.0
2009,210690,7,12,200912,4109,482984.0
2010,210690,8,1,201001,4380,495613.0
2010,210690,8,2,201002,4726,529570.0
2010,210690,8,3,201003,4720,529667.0
2010,210690,8,4,201004,4742,532643.0
2010,210690,8,5,201005,4739,532777.0
2010,210690,8,6,201006,4738,533228.0
2010,210690,8,7,201007,4731,533034.0
2010,210690,8,8,201008,4735,535097.0
2010,210690,8,9,201009,4737,537271.0
2010,210690,8,10,201010,4727,536055.0
2010,210690,8,11,201011,4692,533963.0
2010,210690,8,12,201012,4688,534639.0
2011,210690,9,1,201101,4674,513239.0
2011,210690,9,2,201102,4985,544841.0
2011,210690,9,3,201103,4989,546032.0
2011,210690,9,4,201104,5000,649934.0
2011,210690,9,5,201105,5001,648910.0
2011,210690,9,6,201106,5000,648654.0
2011,210690,9,7,201107,5000,648596.0
2011,210690,9,8,201108,4947,662072.0
2011,210690,9,9,201109,5130,706834.0
2011,210690,9,10,201110,5104,704078.0
2011,210690,9,11,201111,5131,706180.0
2011,210690,9,12,201112,5129,706062.0
2012,210690,12,1,201201,5129,683930.0
2012,210690,12,2,201202,5153,689302.0
2012,210690,12,3,201203,5185,694754.0
2012,210690,12,4,201204,5180,708006.0
2012,210690,12,5,201205,4979,709126.0
2012,210690,12,6,201206,5118,831130.0
2012,210690,12,7,201207,5250,847074.0
2012,210690,12,8,201208,5357,858178.0
2012,210690,12,9,201209,5353,861626.0
2012,210690,12,10,201210,5358,860014.0
2012,210690,12,11,201211,5369,862052.0
2012,210690,12,12,201212,5376,949422.0
2013,210690,7,1,201301,5362,929150.0
2013,210690,7,2,201302,5290,927780.0
2013,210690,7,3,201303,5298,961552.0
2013,210690,7,4,201304,5259,973570.0
2013,210690,7,5,201305,5426,1004640.0
2013,210690,7,6,201306,5346,1010502.0
2013,210690,7,7,201307,5397,1025594.0
2013,210690,7,8,201308,5533,1046932.0
2013,210690,7,9,201309,5553,1056490.0
2013,210690,7,10,201310,5541,1065652.0
2013,210690,7,11,201311,5514,1073376.0
2013,210690,7,12,201312,5848,1123022.0
2014,210690,13,1,201401,5857,1122612.0
2014,210690,13,2,201402,5889,1132058.0
2014,210690,13,3,201403,5784,1115712.0
2014,210690,13,4,201404,5831,1131898.0
2014,210690,13,5,201405,5774,1122004.0
2014,210690,13,6,201406,5792,1267464.0
2014,210690,13,7,201407,5836,1283663.0
2014,210690,13,8,201408,5783,1280464.0
2014,210690,13,9,201409,5793,1280898.0
2014,210690,13,10,201410,5796,1282911.0
2014,210690,13,11,201411,5798,1285511.0
2014,210690,13,12,201412,5776,1284146.0
2015,210690,10,1,201501,5770,1281596.0
2015,210690,10,2,201502,5767,1283516.0
2015,210690,10,3,201503,5762,1283702.0
2015,210690,10,4,201504,5758,1285451.0
2015,210690,10,5,201505,5755,1286257.0
2015,210690,10,6,201506,5709,1277260.0
2015,210690,10,7,201507,5691,1274886.0
2015,210690,10,8,201508,5694,1270664.0
2015,210690,10,9,201509,5503,1228272.0
2015,210690,10,10,201510,5795,1266056.0
2015,210690,10,11,201511,5722,1255708.0
2015,210690,10,12,201512,5781,1267665.0
2016,210690,13,1,201601,5775,1269331.0
2016,210690,13,2,201602,5769,1266021.0
2016,210690,13,3,201603,5743,1268366.0
2016,210690,13,4,201604,5789,1279725.0
2016,210690,13,5,201605,5782,1279534.0
2016,210690,13,6,201606,5764,1279260.0
2016,210690,13,7,201607,5687,1431143.0
2016,210690,13,8,201608,5683,1427899.0
