ano,cod_mun,num_obt,mês,ano_mes,qtd_fam,vlr_bnf
2004,210005,54,1,200401,2625,206615.0
2004,210005,54,2,200402,2625,206615.0
2004,210005,54,3,200403,2625,206615.0
2004,210005,54,4,200404,2625,205055.0
2004,210005,54,5,200405,2625,204650.0
2004,210005,54,6,200406,2625,204320.0
2004,210005,54,7,200407,2625,204050.0
2004,210005,54,8,200408,2625,203765.0
2004,210005,54,9,200409,2723,209690.0
2004,210005,54,10,200410,2990,216754.0
2004,210005,54,11,200411,4069,294996.0
2004,210005,54,12,200412,4879,350393.0
2005,210005,47,1,200501,4883,346855.0
2005,210005,47,2,200502,4873,346365.0
2005,210005,47,3,200503,4873,346365.0
2005,210005,47,4,200504,4910,348759.0
2005,210005,47,5,200505,5151,366939.0
2005,210005,47,6,200506,5152,366920.0
2005,210005,47,7,200507,5506,375802.0
2005,210005,47,8,200508,5523,376413.0
2005,210005,47,9,200509,5563,376711.0
2005,210005,47,10,200510,5599,377880.0
2005,210005,47,11,200511,5540,373111.0
2005,210005,47,12,200512,5581,375478.0
2006,210005,52,1,200601,5502,363643.0
2006,210005,52,2,200602,5502,363537.0
2006,210005,52,3,200603,5490,363120.0
2006,210005,52,4,200604,5940,394218.0
2006,210005,52,5,200605,6852,453164.0
2006,210005,52,6,200606,8925,555851.0
2006,210005,52,7,200607,8817,551827.0
2006,210005,52,8,200608,8820,552230.0
2006,210005,52,9,200609,8705,543567.0
2006,210005,52,10,200610,7997,495090.0
2006,210005,52,11,200611,8568,538662.0
2006,210005,52,12,200612,8527,539767.0
2007,210005,53,1,200701,8555,537420.0
2007,210005,53,2,200702,8483,530678.0
2007,210005,53,3,200703,8686,543138.0
2007,210005,53,4,200704,8663,539443.0
2007,210005,53,5,200705,8645,536372.0
2007,210005,53,6,200706,8365,522492.0
2007,210005,53,7,200707,8390,524677.0
2007,210005,53,8,200708,8416,621295.0
2007,210005,53,9,200709,8401,625710.0
2007,210005,53,10,200710,8663,655268.0
2007,210005,53,11,200711,8719,664237.0
2007,210005,53,12,200712,8747,668521.0
2008,210005,39,1,200801,8778,672914.0
2008,210005,39,2,200802,8743,669810.0
2008,210005,39,3,200803,8590,679955.0
2008,210005,39,4,200804,8603,683443.0
2008,210005,39,5,200805,8576,665757.0
2008,210005,39,6,200806,8440,647901.0
2008,210005,39,7,200807,8337,690763.0
2008,210005,39,8,200808,8347,693495.0
2008,210005,39,9,200809,9183,792587.0
2008,210005,39,10,200810,9217,793889.0
2008,210005,39,11,200811,9201,793675.0
2008,210005,39,12,200812,9159,791549.0
2009,210005,36,1,200901,9475,804707.0
2009,210005,36,2,200902,9194,799813.0
2009,210005,36,3,200903,9191,801867.0
2009,210005,36,4,200904,9205,799537.0
2009,210005,36,5,200905,12656,1012949.0
2009,210005,36,6,200906,12600,1038011.0
2009,210005,36,7,200907,12489,1038071.0
2009,210005,36,8,200908,12470,1044647.0
2009,210005,36,9,200909,12413,1177302.0
2009,210005,36,10,200910,12852,1225303.0
2009,210005,36,11,200911,12814,1226914.0
2009,210005,36,12,200912,12746,1237059.0
2010,210005,29,1,201001,12910,1220730.0
2010,210005,29,2,201002,12709,1214160.0
2010,210005,29,3,201003,12755,1222812.0
2010,210005,29,4,201004,12774,1231878.0
2010,210005,29,5,201005,12769,1244739.0
2010,210005,29,6,201006,12790,1266811.0
2010,210005,29,7,201007,12710,1278094.0
2010,210005,29,8,201008,12717,1288583.0
2010,210005,29,9,201009,12684,1293953.0
2010,210005,29,10,201010,12546,1310443.0
2010,210005,29,11,201011,13070,1336892.0
2010,210005,29,12,201012,13121,1346849.0
2011,210005,36,1,201101,13037,1307115.0
2011,210005,36,2,201102,12867,1297958.0
2011,210005,36,3,201103,12848,1296781.0
2011,210005,36,4,201104,12832,1546206.0
2011,210005,36,5,201105,12777,1540644.0
2011,210005,36,6,201106,12687,1534260.0
2011,210005,36,7,201107,12691,1542576.0
2011,210005,36,8,201108,12482,1531886.0
2011,210005,36,9,201109,12662,1614598.0
2011,210005,36,10,201110,12580,1604850.0
2011,210005,36,11,201111,12790,1642212.0
2011,210005,36,12,201112,12854,1655668.0
2012,210005,19,1,201201,12890,1617522.0
2012,210005,19,2,201202,13046,1635330.0
2012,210005,19,3,201203,13000,1639032.0
2012,210005,19,4,201204,13102,1677572.0
2012,210005,19,5,201205,13163,1696026.0
2012,210005,19,6,201206,13037,1740792.0
2012,210005,19,7,201207,12892,1739662.0
2012,210005,19,8,201208,13181,1792576.0
2012,210005,19,9,201209,13117,1784134.0
2012,210005,19,10,201210,13169,1805250.0
2012,210005,19,11,201211,13232,1814498.0
2012,210005,19,12,201212,13280,1843956.0
2013,210005,36,1,201301,13207,1793990.0
2013,210005,36,2,201302,12863,1760086.0
2013,210005,36,3,201303,12953,1796326.0
2013,210005,36,4,201304,12717,1759600.0
2013,210005,36,5,201305,12717,1764366.0
2013,210005,36,6,201306,12691,1768610.0
2013,210005,36,7,201307,12824,1773710.0
2013,210005,36,8,201308,12926,1790700.0
2013,210005,36,9,201309,13208,1823418.0
2013,210005,36,10,201310,13240,1838196.0
2013,210005,36,11,201311,13037,1797674.0
2013,210005,36,12,201312,13044,1804134.0
2014,210005,36,1,201401,12942,1740000.0
2014,210005,36,2,201402,12942,1765596.0
2014,210005,36,3,201403,13176,1755082.0
2014,210005,36,4,201404,13384,1759842.0
2014,210005,36,5,201405,13241,1742430.0
2014,210005,36,6,201406,13283,1963722.0
2014,210005,36,7,201407,13175,1977013.0
2014,210005,36,8,201408,12873,1929066.0
2014,210005,36,9,201409,12904,1939390.0
2014,210005,36,10,201410,12924,1938680.0
2014,210005,36,11,201411,12961,1942913.0
2014,210005,36,12,201412,12935,1942845.0
2015,210005,40,1,201501,12925,1899623.0
2015,210005,40,2,201502,12933,1900188.0
2015,210005,40,3,201503,12919,1897682.0
2015,210005,40,4,201504,12665,1852020.0
2015,210005,40,5,201505,12663,1862370.0
2015,210005,40,6,201506,12567,1848529.0
2015,210005,40,7,201507,12553,1850492.0
2015,210005,40,8,201508,12488,1842542.0
2015,210005,40,9,201509,12197,1797101.0
2015,210005,40,10,201510,12544,1796186.0
2015,210005,40,11,201511,11961,1699676.0
2015,210005,40,12,201512,12059,1724684.0
2016,210005,39,1,201601,11556,1622945.0
2016,210005,39,2,201602,11539,1600336.0
2016,210005,39,3,201603,11275,1541804.0
2016,210005,39,4,201604,11341,1548480.0
2016,210005,39,5,201605,11309,1552212.0
2016,210005,39,6,201606,11202,1541395.0
2016,210005,39,7,201607,11427,1774257.0
2016,210005,39,8,201608,11324,1758748.0
2016,210005,39,9,201609,11185,1720356.0
2016,210005,39,10,201610,11413,1753739.0
2016,210005,39,11,201611,11214,1742385.0
2016,210005,39,12,201612,11010,1615104.0
2004,210010,4,1,200401,601,47785.0
2004,210010,4,2,200402,601,47785.0
2004,210010,4,3,200403,601,47785.0
2004,210010,4,4,200404,599,47305.0
2004,210010,4,5,200405,599,47245.0
2004,210010,4,6,200406,599,47110.0
2004,210010,4,7,200407,599,47020.0
2004,210010,4,8,200408,599,46975.0
2004,210010,4,9,200409,624,48795.0
2004,210010,4,10,200410,644,50322.0
2004,210010,4,11,200411,641,50084.0
2004,210010,4,12,200412,621,49829.0
2005,210010,7,1,200501,623,48494.0
2005,210010,7,2,200502,623,48494.0
2005,210010,7,3,200503,623,48494.0
2005,210010,7,4,200504,626,48699.0
2005,210010,7,5,200505,626,48699.0
2005,210010,7,6,200506,626,48699.0
2005,210010,7,7,200507,626,48699.0
2005,210010,7,8,200508,627,48779.0
2005,210010,7,9,200509,627,48779.0
2005,210010,7,10,200510,627,48759.0
2005,210010,7,11,200511,629,48805.0
2005,210010,7,12,200512,642,49542.0
2006,210010,4,1,200601,637,48029.0
2006,210010,4,2,200602,632,47567.0
2006,210010,4,3,200603,632,47567.0
2006,210010,4,4,200604,634,47662.0
2006,210010,4,5,200605,632,47420.0
2006,210010,4,6,200606,844,60990.0
2006,210010,4,7,200607,841,60796.0
2006,210010,4,8,200608,841,60796.0
2006,210010,4,9,200609,833,60256.0
2006,210010,4,10,200610,832,60161.0
2006,210010,4,11,200611,832,60153.0
2006,210010,4,12,200612,821,59317.0
2007,210010,1,1,200701,814,58286.0
2007,210010,1,2,200702,813,58236.0
2007,210010,1,3,200703,813,58236.0
2007,210010,1,4,200704,813,58236.0
2007,210010,1,5,200705,823,59138.0
2007,210010,1,6,200706,809,57893.0
2007,210010,1,7,200707,815,58423.0
2007,210010,1,8,200708,819,69014.0
2007,210010,1,9,200709,816,68728.0
2007,210010,1,10,200710,806,67758.0
2007,210010,1,11,200711,809,68286.0
2007,210010,1,12,200712,814,68650.0
2008,210010,2,1,200801,803,67700.0
2008,210010,2,2,200802,808,68528.0
2008,210010,2,3,200803,798,69614.0
2008,210010,2,4,200804,789,69260.0
2008,210010,2,5,200805,794,70324.0
2008,210010,2,6,200806,798,70612.0
2008,210010,2,7,200807,794,75758.0
2008,210010,2,8,200808,768,73180.0
2008,210010,2,9,200809,766,73186.0
2008,210010,2,10,200810,714,63100.0
2008,210010,2,11,200811,723,70200.0
2008,210010,2,12,200812,729,71002.0
2009,210010,2,1,200901,736,70548.0
2009,210010,2,2,200902,734,71932.0
2009,210010,2,3,200903,735,72134.0
2009,210010,2,4,200904,734,72234.0
2009,210010,2,5,200905,734,73080.0
2009,210010,2,6,200906,732,73310.0
2009,210010,2,7,200907,713,71866.0
2009,210010,2,8,200908,709,71766.0
2009,210010,2,9,200909,688,77751.0
2009,210010,2,10,200910,826,94838.0
2009,210010,2,11,200911,824,93855.0
2009,210010,2,12,200912,828,94334.0
2010,210010,1,1,201001,816,91087.0
2010,210010,1,2,201002,889,98611.0
2010,210010,1,3,201003,907,102262.0
2010,210010,1,4,201004,912,101143.0
2010,210010,1,5,201005,914,101420.0
2010,210010,1,6,201006,912,101694.0
2010,210010,1,7,201007,918,102533.0
2010,210010,1,8,201008,914,102878.0
2010,210010,1,9,201009,914,103126.0
2010,210010,1,10,201010,915,104474.0
2010,210010,1,11,201011,912,103755.0
2010,210010,1,12,201012,908,103470.0
2011,210010,2,1,201101,906,99936.0
2011,210010,2,2,201102,907,100780.0
2011,210010,2,3,201103,904,100343.0
2011,210010,2,4,201104,906,120054.0
2011,210010,2,5,201105,905,120564.0
2011,210010,2,6,201106,904,120162.0
2011,210010,2,7,201107,906,121296.0
2011,210010,2,8,201108,906,125560.0
2011,210010,2,9,201109,1027,147860.0
2011,210010,2,10,201110,1026,148356.0
2011,210010,2,11,201111,1025,147028.0
2011,210010,2,12,201112,1045,149126.0
2012,210010,1,1,201201,1050,146524.0
2012,210010,1,2,201202,1050,146844.0
2012,210010,1,3,201203,1047,147010.0
2012,210010,1,4,201204,1045,148648.0
2012,210010,1,5,201205,1102,154954.0
2012,210010,1,6,201206,1098,194018.0
2012,210010,1,7,201207,1082,193192.0
2012,210010,1,8,201208,1099,197676.0
2012,210010,1,9,201209,1097,198834.0
2012,210010,1,10,201210,1099,199998.0
2012,210010,1,11,201211,1100,200982.0
2012,210010,1,12,201212,1101,217770.0
2013,210010,2,1,201301,1095,214152.0
2013,210010,2,2,201302,1089,219812.0
2013,210010,2,3,201303,1091,228416.0
2013,210010,2,4,201304,1092,227418.0
2013,210010,2,5,201305,1084,228954.0
2013,210010,2,6,201306,1074,226232.0
2013,210010,2,7,201307,1088,227370.0
2013,210010,2,8,201308,1082,224770.0
2013,210010,2,9,201309,1077,225286.0
2013,210010,2,10,201310,1080,227302.0
2013,210010,2,11,201311,1081,227102.0
2013,210010,2,12,201312,1082,226138.0
2014,210010,3,1,201401,1078,223910.0
2014,210010,3,2,201402,1076,224842.0
2014,210010,3,3,201403,1068,222332.0
2014,210010,3,4,201404,1077,221086.0
2014,210010,3,5,201405,1076,221290.0
2014,210010,3,6,201406,1095,251383.0
2014,210010,3,7,201407,1157,263009.0
2014,210010,3,8,201408,1133,258740.0
2014,210010,3,9,201409,1131,258296.0
2014,210010,3,10,201410,1132,256476.0
2014,210010,3,11,201411,1129,256371.0
2014,210010,3,12,201412,1128,255765.0
2015,210010,4,1,201501,1123,252117.0
2015,210010,4,2,201502,1124,253210.0
2015,210010,4,3,201503,1121,248917.0
2015,210010,4,4,201504,1106,247016.0
2015,210010,4,5,201505,1106,247682.0
2015,210010,4,6,201506,1103,247053.0
2015,210010,4,7,201507,1088,242466.0
2015,210010,4,8,201508,1078,239268.0
2015,210010,4,9,201509,1061,237536.0
2015,210010,4,10,201510,1033,233021.0
2015,210010,4,11,201511,1071,240455.0
2015,210010,4,12,201512,1071,237529.0
2016,210010,1,1,201601,1108,239098.0
2016,210010,1,2,201602,1103,237205.0
2016,210010,1,3,201603,1120,238131.0
2016,210010,1,4,201604,1108,240327.0
2016,210010,1,5,201605,1102,240808.0
2016,210010,1,6,201606,1100,243910.0
2016,210010,1,7,201607,1094,276435.0
2016,210010,1,8,201608,1090,277965.0
2016,210010,1,9,201609,1155,324777.0
2016,210010,1,10,201610,1148,324724.0
2016,210010,1,11,201611,1122,326122.0
2016,210010,1,12,201612,1116,324512.0
2005,210015,1,1,200501,1018,71160.0
2005,210015,1,2,200502,1018,71160.0
2005,210015,1,3,200503,1018,71160.0
2005,210015,1,4,200504,1026,71663.0
2005,210015,1,5,200505,1026,71648.0
2005,210015,1,6,200506,1026,71648.0
2005,210015,1,7,200507,1026,71648.0
2005,210015,1,8,200508,1034,72003.0
2005,210015,1,9,200509,1034,72003.0
2005,210015,1,10,200510,1079,72965.0
2005,210015,1,11,200511,1074,72655.0
2005,210015,1,12,200512,1081,72928.0
2008,210015,1,1,200801,1760,154197.0
2008,210015,1,2,200802,1757,153667.0
2008,210015,1,3,200803,1749,154157.0
2008,210015,1,4,200804,1743,153773.0
2008,210015,1,5,200805,1744,155047.0
2008,210015,1,6,200806,1737,155719.0
2008,210015,1,7,200807,1726,168361.0
2008,210015,1,8,200808,1727,169039.0
2008,210015,1,9,200809,1704,167621.0
2008,210015,1,10,200810,1725,164553.0
2008,210015,1,11,200811,1740,171385.0
2008,210015,1,12,200812,1716,169157.0
2009,210015,3,1,200901,1752,171968.0
2009,210015,3,2,200902,1749,172782.0
2009,210015,3,3,200903,1766,175434.0
2009,210015,3,4,200904,1780,177252.0
2009,210015,3,5,200905,1791,179226.0
2009,210015,3,6,200906,1793,180252.0
2009,210015,3,7,200907,1792,180944.0
2009,210015,3,8,200908,1797,181824.0
2009,210015,3,9,200909,1803,201275.0
2009,210015,3,10,200910,1810,203676.0
2009,210015,3,11,200911,1804,202141.0
2009,210015,3,12,200912,1808,204515.0
2010,210015,2,1,201001,1796,195984.0
2010,210015,2,2,201002,1898,209868.0
2010,210015,2,3,201003,1899,209530.0
2010,210015,2,4,201004,1903,210852.0
2010,210015,2,5,201005,1906,211934.0
2010,210015,2,6,201006,1911,213664.0
2010,210015,2,7,201007,1883,210123.0
2010,210015,2,8,201008,1899,214027.0
2010,210015,2,9,201009,1901,213107.0
2010,210015,2,10,201010,1888,213130.0
2010,210015,2,11,201011,1885,214460.0
2010,210015,2,12,201012,1883,213897.0
2011,210015,3,1,201101,1875,206404.0
2011,210015,3,2,201102,1990,218431.0
2011,210015,3,3,201103,1986,218759.0
2011,210015,3,4,201104,1973,257964.0
2011,210015,3,5,201105,1982,261294.0
2011,210015,3,6,201106,1984,260568.0
2011,210015,3,7,201107,1983,259784.0
2011,210015,3,8,201108,1954,263580.0
2011,210015,3,9,201109,2048,277306.0
2011,210015,3,10,201110,2051,278822.0
2011,210015,3,11,201111,2044,276908.0
2011,210015,3,12,201112,2074,281504.0
2012,210015,1,1,201201,2128,280610.0
2012,210015,1,2,201202,2130,276878.0
2012,210015,1,3,201203,2129,276278.0
2012,210015,1,4,201204,2114,277302.0
2012,210015,1,5,201205,2172,285494.0
2012,210015,1,6,201206,2171,320710.0
2012,210015,1,7,201207,2154,321830.0
2012,210015,1,8,201208,2174,324428.0
2012,210015,1,9,201209,2178,325994.0
2012,210015,1,10,201210,2175,325158.0
2012,210015,1,11,201211,2178,326080.0
2012,210015,1,12,201212,2178,346442.0
2013,210015,1,1,201301,2171,338972.0
2013,210015,1,2,201302,2117,325684.0
2013,210015,1,3,201303,2122,338642.0
2013,210015,1,4,201304,2118,341374.0
2013,210015,1,5,201305,2119,339850.0
2013,210015,1,6,201306,2126,340812.0
2013,210015,1,7,201307,2155,344798.0
2013,210015,1,8,201308,2193,356730.0
2013,210015,1,9,201309,2194,357992.0
2013,210015,1,10,201310,2201,360638.0
2013,210015,1,11,201311,2194,360570.0
2013,210015,1,12,201312,2192,363570.0
2014,210015,1,1,201401,2192,362366.0
2014,210015,1,2,201402,2191,362364.0
2014,210015,1,3,201403,2165,356540.0
2014,210015,1,4,201404,2157,358934.0
2014,210015,1,5,201405,2139,356284.0
2014,210015,1,6,201406,2176,412670.0
2014,210015,1,7,201407,2308,434233.0
2014,210015,1,8,201408,2254,428605.0
2014,210015,1,9,201409,2251,426709.0
2014,210015,1,10,201410,2254,428911.0
2014,210015,1,11,201411,2253,429334.0
2014,210015,1,12,201412,2249,427624.0
2015,210015,3,1,201501,2247,426242.0
2015,210015,3,2,201502,2243,425092.0
2015,210015,3,3,201503,2246,428172.0
2015,210015,3,4,201504,2239,425921.0
2015,210015,3,5,201505,2240,425826.0
2015,210015,3,6,201506,2243,429180.0
2015,210015,3,7,201507,2231,428547.0
2015,210015,3,8,201508,2226,425454.0
2015,210015,3,9,201509,2183,421564.0
2015,210015,3,10,201510,2172,421296.0
2015,210015,3,11,201511,2109,414454.0
2015,210015,3,12,201512,2152,423346.0
2016,210015,1,1,201601,2412,454067.0
2016,210015,1,2,201602,2410,455243.0
2016,210015,1,3,201603,2448,466260.0
2016,210015,1,4,201604,2446,468636.0
2016,210015,1,5,201605,2433,470201.0
2016,210015,1,6,201606,2432,473276.0
2016,210015,1,7,201607,2427,538678.0
2016,210015,1,8,201608,2428,540194.0
2016,210015,1,9,201609,2361,532151.0
2016,210015,1,10,201610,2349,532372.0
2016,210015,1,11,201611,2300,526156.0
2016,210015,1,12,201612,2280,520910.0
2004,210020,6,1,200401,1870,141795.0
2004,210020,6,2,200402,1870,141795.0
2004,210020,6,3,200403,1870,141795.0
2004,210020,6,4,200404,1870,140055.0
2004,210020,6,5,200405,1870,139770.0
2004,210020,6,6,200406,1870,139470.0
2004,210020,6,7,200407,1870,139065.0
2004,210020,6,8,200408,1870,138780.0
2004,210020,6,9,200409,1885,139465.0
2004,210020,6,10,200410,1897,139576.0
2004,210020,6,11,200411,1911,139793.0
2004,210020,6,12,200412,2323,173483.0
2005,210020,10,1,200501,2324,172260.0
2005,210020,10,2,200502,2324,172260.0
2005,210020,10,3,200503,2324,172260.0
2005,210020,10,4,200504,2324,172260.0
2005,210020,10,5,200505,2336,173100.0
2005,210020,10,6,200506,2336,173100.0
2005,210020,10,7,200507,2343,173465.0
2005,210020,10,8,200508,2357,174540.0
2005,210020,10,9,200509,2435,179120.0
2005,210020,10,10,200510,2441,179267.0
2005,210020,10,11,200511,2786,200097.0
2005,210020,10,12,200512,2847,203737.0
2006,210020,5,1,200601,2834,198476.0
2006,210020,5,2,200602,2835,198541.0
2006,210020,5,3,200603,2828,197671.0
2006,210020,5,4,200604,2831,197866.0
2006,210020,5,5,200605,2842,197653.0
2006,210020,5,6,200606,3142,216058.0
2006,210020,5,7,200607,3149,216663.0
2006,210020,5,8,200608,3136,215718.0
2006,210020,5,9,200609,3128,215013.0
2006,210020,5,10,200610,3095,211562.0
2006,210020,5,11,200611,3144,214982.0
2006,210020,5,12,200612,3198,219234.0
2007,210020,3,1,200701,3188,215153.0
2007,210020,3,2,200702,3192,215678.0
2007,210020,3,3,200703,3188,214943.0
2007,210020,3,4,200704,3147,212573.0
2007,210020,3,5,200705,3182,215843.0
2007,210020,3,6,200706,3143,213468.0
2007,210020,3,7,200707,3138,213338.0
2007,210020,3,8,200708,3148,251084.0
2007,210020,3,9,200709,3130,251262.0
2007,210020,3,10,200710,3185,255648.0
2007,210020,3,11,200711,3194,257934.0
2007,210020,3,12,200712,3192,257546.0
2008,210020,4,1,200801,3555,286592.0
2008,210020,4,2,200802,3642,293222.0
2008,210020,4,3,200803,3618,295856.0
2008,210020,4,4,200804,3620,296616.0
2008,210020,4,5,200805,3635,300028.0
2008,210020,4,6,200806,3653,303314.0
2008,210020,4,7,200807,3629,324312.0
2008,210020,4,8,200808,3628,325120.0
2008,210020,4,9,200809,3616,325044.0
2008,210020,4,10,200810,3581,319362.0
2008,210020,4,11,200811,3594,323494.0
2008,210020,4,12,200812,3595,324122.0
2009,210020,6,1,200901,3630,321872.0
2009,210020,6,2,200902,3584,318536.0
2009,210020,6,3,200903,3558,317404.0
2009,210020,6,4,200904,3539,314742.0
2009,210020,6,5,200905,3529,316400.0
2009,210020,6,6,200906,3504,315772.0
2009,210020,6,7,200907,3488,315180.0
2009,210020,6,8,200908,3500,316394.0
2009,210020,6,9,200909,3457,346436.0
2009,210020,6,10,200910,3858,383488.0
2009,210020,6,11,200911,3852,383542.0
2009,210020,6,12,200912,3836,382782.0
2010,210020,9,1,201001,3827,370684.0
2010,210020,9,2,201002,4028,390413.0
2010,210020,9,3,201003,4032,392267.0
2010,210020,9,4,201004,4048,394378.0
2010,210020,9,5,201005,4055,395512.0
2010,210020,9,6,201006,4079,398156.0
2010,210020,9,7,201007,4073,398802.0
2010,210020,9,8,201008,4077,400234.0
2010,210020,9,9,201009,4100,403067.0
2010,210020,9,10,201010,4081,407517.0
2010,210020,9,11,201011,4082,404762.0
2010,210020,9,12,201012,4066,405291.0
2011,210020,2,1,201101,4073,393284.0
2011,210020,2,2,201102,4238,409826.0
2011,210020,2,3,201103,4242,409936.0
2011,210020,2,4,201104,4251,474788.0
2011,210020,2,5,201105,4245,474888.0
2011,210020,2,6,201106,4254,476602.0
2011,210020,2,7,201107,4271,477870.0
2011,210020,2,8,201108,4217,481500.0
2011,210020,2,9,201109,4304,499550.0
2011,210020,2,10,201110,4294,499212.0
2011,210020,2,11,201111,4404,509028.0
2011,210020,2,12,201112,4445,514686.0
2012,210020,6,1,201201,4509,511434.0
2012,210020,6,2,201202,4498,511600.0
2012,210020,6,3,201203,4501,514862.0
2012,210020,6,4,201204,4499,519702.0
2012,210020,6,5,201205,4665,536710.0
2012,210020,6,6,201206,4635,649558.0
2012,210020,6,7,201207,4579,649150.0
2012,210020,6,8,201208,4587,656412.0
2012,210020,6,9,201209,4585,655570.0
2012,210020,6,10,201210,4770,678118.0
2012,210020,6,11,201211,4778,677720.0
2012,210020,6,12,201212,4864,763992.0
2013,210020,5,1,201301,4847,753326.0
2013,210020,5,2,201302,4784,759722.0
2013,210020,5,3,201303,4796,826614.0
2013,210020,5,4,201304,4759,820706.0
2013,210020,5,5,201305,4812,825808.0
2013,210020,5,6,201306,4745,816192.0
2013,210020,5,7,201307,4759,812180.0
2013,210020,5,8,201308,4819,815014.0
2013,210020,5,9,201309,4894,816506.0
2013,210020,5,10,201310,4960,817600.0
2013,210020,5,11,201311,4949,814068.0
2013,210020,5,12,201312,4947,808126.0
2014,210020,1,1,201401,5001,803872.0
2014,210020,1,2,201402,4967,789774.0
2014,210020,1,3,201403,4989,775414.0
2014,210020,1,4,201404,4984,768992.0
2014,210020,1,5,201405,5009,764096.0
2014,210020,1,6,201406,5036,853412.0
2014,210020,1,7,201407,5026,856293.0
2014,210020,1,8,201408,5095,862750.0
2014,210020,1,9,201409,5200,870652.0
2014,210020,1,10,201410,5192,868144.0
2014,210020,1,11,201411,5181,866395.0
2014,210020,1,12,201412,5165,862636.0
2015,210020,4,1,201501,5193,860821.0
2015,210020,4,2,201502,5314,868646.0
2015,210020,4,3,201503,5319,869606.0
2015,210020,4,4,201504,5265,860653.0
2015,210020,4,5,201505,5261,861326.0
2015,210020,4,6,201506,5321,865433.0
2015,210020,4,7,201507,5323,863654.0
2015,210020,4,8,201508,5356,863314.0
2015,210020,4,9,201509,5238,843538.0
2015,210020,4,10,201510,5173,829727.0
2015,210020,4,11,201511,5066,808365.0
2015,210020,4,12,201512,5139,815282.0
2016,210020,3,1,201601,5062,805238.0
2016,210020,3,2,201602,5052,803034.0
2016,210020,3,3,201603,5121,810026.0
2016,210020,3,4,201604,5112,810168.0
2016,210020,3,5,201605,5185,818994.0
2016,210020,3,6,201606,5190,817275.0
2016,210020,3,7,201607,5213,922883.0
2016,210020,3,8,201608,5207,917202.0
2016,210020,3,9,201609,5059,899118.0
2016,210020,3,10,201610,5074,900871.0
2016,210020,3,11,201611,5020,895519.0
2016,210020,3,12,201612,5018,892966.0
2004,210030,11,1,200401,2110,166890.0
2004,210030,11,2,200402,2110,166890.0
2004,210030,11,3,200403,2110,166890.0
2004,210030,11,4,200404,2110,164940.0
2004,210030,11,5,200405,2110,164640.0
2004,210030,11,6,200406,2110,164385.0
2004,210030,11,7,200407,2110,163830.0
2004,210030,11,8,200408,2110,163515.0
2004,210030,11,9,200409,2158,165925.0
2004,210030,11,10,200410,2196,168566.0
2004,210030,11,11,200411,2195,168041.0
2004,210030,11,12,200412,2089,167203.0
2005,210030,13,1,200501,2131,162448.0
2005,210030,13,2,200502,2131,162448.0
2005,210030,13,3,200503,2131,162448.0
2005,210030,13,4,200504,2135,162769.0
2005,210030,13,5,200505,2145,163269.0
2005,210030,13,6,200506,2146,163349.0
2005,210030,13,7,200507,2146,163349.0
2005,210030,13,8,200508,2220,169119.0
2005,210030,13,9,200509,2220,169119.0
2005,210030,13,10,200510,2239,170371.0
2005,210030,13,11,200511,2482,188204.0
2005,210030,13,12,200512,2605,196799.0
2006,210030,13,1,200601,2485,179768.0
2006,210030,13,2,200602,2477,178668.0
2006,210030,13,3,200603,2472,178268.0
2006,210030,13,4,200604,2487,179350.0
2006,210030,13,5,200605,2664,188393.0
2006,210030,13,6,200606,3506,243768.0
2006,210030,13,7,200607,3503,243186.0
2006,210030,13,8,200608,3500,242991.0
2006,210030,13,9,200609,3476,241516.0
2006,210030,13,10,200610,3482,243795.0
2006,210030,13,11,200611,3468,243214.0
2006,210030,13,12,200612,3348,235230.0
2007,210030,13,1,200701,3122,220673.0
2007,210030,13,2,200702,3166,224342.0
2007,210030,13,3,200703,3165,224802.0
2007,210030,13,4,200704,3105,220504.0
2007,210030,13,5,200705,3115,222839.0
2007,210030,13,6,200706,3070,219309.0
2007,210030,13,7,200707,2984,214301.0
2007,210030,13,8,200708,3012,255434.0
2007,210030,13,9,200709,3003,254144.0
2007,210030,13,10,200710,3012,255636.0
2007,210030,13,11,200711,2991,255026.0
2007,210030,13,12,200712,3026,258106.0
2008,210030,13,1,200801,3077,266390.0
2008,210030,13,2,200802,3088,265290.0
2008,210030,13,3,200803,3075,271064.0
2008,210030,13,4,200804,3073,271792.0
2008,210030,13,5,200805,3061,272898.0
2008,210030,13,6,200806,3103,278408.0
2008,210030,13,7,200807,3085,298802.0
2008,210030,13,8,200808,3089,299422.0
2008,210030,13,9,200809,3038,296426.0
2008,210030,13,10,200810,3018,281572.0
2008,210030,13,11,200811,3043,295404.0
2008,210030,13,12,200812,3019,293356.0
2009,210030,12,1,200901,3105,297550.0
2009,210030,12,2,200902,3070,296654.0
2009,210030,12,3,200903,3070,297042.0
2009,210030,12,4,200904,3074,297458.0
2009,210030,12,5,200905,3073,297858.0
2009,210030,12,6,200906,3062,298682.0
2009,210030,12,7,200907,3056,297698.0
2009,210030,12,8,200908,3053,297820.0
2009,210030,12,9,200909,3032,326760.0
2009,210030,12,10,200910,3611,384222.0
2009,210030,12,11,200911,3607,382623.0
2009,210030,12,12,200912,3597,382682.0
2010,210030,9,1,201001,3565,371940.0
2010,210030,9,2,201002,3749,388318.0
2010,210030,9,3,201003,3739,388348.0
2010,210030,9,4,201004,3757,391969.0
